0,0 0,9838699100965232 3,327345151678947
0,10260604299770061 0,9919609940646434 3,311162983742872
0,19283628290596178 1,015258341830767 3,264568288211101
0,25980762113533157 1,0509519494220658 3,193181073029234
0,2954423259036624 1,0947366409814847 3,1056116899112918
0,2954423259036624 1,1413313365137319 3,01242229884775
0,2598076211353316 1,1851160280731508 2,924852915729808
0,19283628290596183 1,2208096356644496 2,8534657005479405
0,10260604299770067 1,2441069834305731 2,80687100501617
3,6739403974420595e-17 1,2521980673986932 2,790688837080095
-0,1026060429977006 1,2441069834305731 2,80687100501617
-0,19283628290596166 1,2208096356644496 2,8534657005479405
-0,2598076211353315 1,1851160280731508 2,924852915729808
-0,2954423259036624 1,1413313365137319 3,01242229884775
-0,29544232590366243 1,0947366409814847 3,1056116899112913
-0,2598076211353317 1,0509519494220658 3,193181073029234
-0,19283628290596186 1,015258341830767 3,264568288211101
-0,10260604299770058 0,9919609940646434 3,311162983742872
0,9357158891840254 0,3040325224739774 3,327345151678947
0,9751179783276533 0,2089486591188173 3,311162983742872
1,0251577502712008 0,1303338778707859 3,264568288211101
1,0797996700098957 0,077670281578999 3,193181073029234
1,1324531155944024 0,05730987718814973 3,1056116899112918
1,1767673044051348 0,07170842995534055 3,01242229884775
1,2073972912637454 0,11912926191684128 2,924852915729808
1,2206486477046246 0,1938527208811521 2,8534657005479405
1,2149230645718094 0,28686605489637435 2,80687100501617
1,1909111316917251 0,386950483149662 2,790688837080095
1,1515090425480974 0,48203434650482213 2,80687100501617
1,10146927060455 0,5606491277528535 2,8534657005479405
1,046827350865855 0,6133127240446404 2,924852915729808
0,994173905281348 0,6336731284354897 3,01242229884775
0,9498597164706156 0,6192745756682989 3,1056116899112913
0,9192297296120051 0,5718537437067982 3,193181073029234
0,9059783731711261 0,4971302847424874 3,264568288211101
0,9117039563039413 0,40411695072726506 3,311162983742872
0,5783042233290578 -0,795967477522239 3,327345151678947
0,5000500106498725 -0,8628236208254988 3,311162983742872
0,4407460505920171 -0,9347075754210437 3,264568288211101
0,40754527597170453 -1,0029490754904697 3,193181073029234
0,40445219019939194 -1,0593171889881259 3,1056116899112918
0,43183986506830485 -1,0970130895214403 3,01242229884775
0,4864049427902196 -1,1114900951538544 2,924852915729808
0,5615660696970924 -1,1010020653482513 2,8534657005479405
0,6482577046238609 -1,066814011286021 2,80687100501617
0,7360235569660882 -1,0130495168490088 2,790688837080095
0,8142777696452737 -0,9461933735457493 2,80687100501617
0,873581729703129 -0,8743094189502043 2,8534657005479405
0,9067825043234418 -0,8060679188807781 2,924852915729808
0,9098755900957542 -0,7496998053831218 3,01242229884775
0,8824879152268412 -0,7120039048498074 3,1056116899112913
0,8279228375049266 -0,6975268992173933 3,193181073029234
0,7527617105980537 -0,7080149290229966 3,264568288211101
0,6660700756712853 -0,7422029830852271 3,311162983742872
-0,5783042233290578 -0,7959674775222391 3,327345151678947
-0,6660700756712854 -0,7422029830852273 3,311162983742872
-0,7527617105980537 -0,7080149290229967 3,264568288211101
-0,8279228375049267 -0,6975268992173935 3,193181073029234
-0,8824879152268411 -0,7120039048498075 3,1056116899112918
-0,909875590095754 -0,7496998053831219 3,01242229884775
-0,9067825043234417 -0,8060679188807782 2,924852915729808
-0,8735817297031292 -0,8743094189502043 2,8534657005479405
-0,8142777696452739 -0,9461933735457493 2,80687100501617
-0,7360235569660885 -1,0130495168490088 2,790688837080095
-0,6482577046238609 -1,066814011286021 2,80687100501617
-0,5615660696970927 -1,1010020653482513 2,8534657005479405
-0,4864049427902196 -1,1114900951538547 2,924852915729808
-0,4318398650683048 -1,0970130895214405 3,01242229884775
-0,4044521901993919 -1,059317188988126 3,1056116899112913
-0,4075452759717043 -1,0029490754904697 3,193181073029234
-0,44074605059201694 -0,9347075754210438 3,264568288211101
-0,5000500106498726 -0,8628236208254988 3,311162983742872
-0,9357158891840256 0,3040325224739774 3,327345151678947
-0,9117039563039415 0,40411695072726517 3,311162983742872
-0,9059783731711262 0,49713028474248744 3,264568288211101
-0,9192297296120054 0,5718537437067983 3,193181073029234
-0,9498597164706157 0,6192745756682988 3,1056116899112918
-0,9941739052813482 0,6336731284354896 3,01242229884775
-1,0468273508658552 0,6133127240446404 2,924852915729808
-1,1014692706045501 0,5606491277528537 2,8534657005479405
-1,1515090425480976 0,48203434650482246 2,80687100501617
-1,1909111316917254 0,38695048314966224 2,790688837080095
-1,2149230645718099 0,2868660548963744 2,80687100501617
-1,2206486477046248 0,1938527208811523 2,8534657005479405
-1,2073972912637458 0,11912926191684126 2,924852915729808
-1,176767304405135 0,07170842995534044 3,01242229884775
-1,1324531155944026 0,057309877188149616 3,1056116899112913
-1,0797996700098957 0,07767028157899886 3,193181073029234
-1,025157750271201 0,1303338778707857 3,264568288211101
-0,9751179783276536 0,20894865911881738 3,311162983742872
-0,7842614828729361 0,7527934155410388 1,6800000000000002
-0,8189343145784096 0,814126887165625 1,61
-0,8536071462838832 0,8754603587902111 1,54
-0,8882799779893567 0,9367938304147971 1,4700000000000002
-0,9229528096948303 0,9981273020393833 1,4000000000000001
-0,9576256414003038 1,0594607736639694 1,33
-0,9922984731057773 1,1207942452885553 1,2600000000000002
-1,026971304811251 1,1821277169131414 1,1900000000000002
-1,0616441365167244 1,2434611885377276 1,12
-1,096316968222198 1,3047946601623137 1,05
-1,1309897999276715 1,3661281317868998 0,9800000000000001
-1,165662631633145 1,427461603411486 0,9100000000000001
-1,2003354633386187 1,4887950750360721 0,8400000000000001
-1,2350082950440922 1,5501285466606585 0,77
-1,2696811267495656 1,6114620182852444 0,7000000000000001
-1,3043539584550394 1,6727954899098307 0,6300000000000001
-1,3390267901605126 1,7341289615344166 0,56
-1,3736996218659863 1,7954624331590026 0,49000000000000005
-1,40837245357146 1,856795904783589 0,42000000000000004
-1,4430452852769333 1,9181293764081748 0,35000000000000003
-1,4777181169824067 1,979462848032761 0,28
-1,5123909486878806 2,040796319657347 0,21000000000000002
-1,547063780393354 2,102129791281933 0,14
-1,5817366120988277 2,1634632629065194 0,07
-1,616409443804301 2,2247967345311057 0,0
-1,616409443804301 2,2247967345311057 0,0
-1,5687923401888286 2,172867826943199 0,07
-1,5211752365733555 2,120938919355292 0,14
-1,473558132957883 2,0690100117673857 0,21000000000000002
-1,4259410293424102 2,0170811041794794 0,28
-1,3783239257269377 1,9651521965915726 0,35000000000000003
-1,3307068221114648 1,9132232890036662 0,42000000000000004
-1,2830897184959922 1,8612943814157594 0,49000000000000005
-1,2354726148805195 1,809365473827853 0,56
-1,1878555112650468 1,7574365662399467 0,6300000000000001
-1,140238407649574 1,70550765865204 0,7000000000000001
-1,0926213040341015 1,6535787510641335 0,77
-1,0450042004186286 1,6016498434762272 0,8400000000000001
-0,997387096803156 1,5497209358883206 0,9100000000000001
-0,9497699931876833 1,497792028300414 0,9800000000000001
-0,9021528895722106 1,4458631207125074 1,05
-0,854535785956738 1,3939342131246009 1,12
-0,8069186823412652 1,3420053055366943 1,1900000000000002
-0,7593015787257924 1,2900763979487877 1,2600000000000002
-0,7116844751103198 1,2381474903608813 1,33
-0,6640673714948471 1,1862185827729748 1,4000000000000001
-0,6164502678793744 1,1342896751850682 1,4700000000000002
-0,5688331642639017 1,0823607675971616 1,54
-0,5212160606484291 1,030431860009255 1,61
-0,4735989570329563 0,9785029524213485 1,6800000000000002
0,4735989570329563 0,9785029524213485 1,6800000000000002
0,5212160606484291 1,030431860009255 1,61
0,5688331642639017 1,0823607675971616 1,54
0,6164502678793744 1,1342896751850682 1,4700000000000002
0,6640673714948471 1,1862185827729748 1,4000000000000001
0,7116844751103198 1,2381474903608813 1,33
0,7593015787257924 1,2900763979487877 1,2600000000000002
0,8069186823412652 1,3420053055366943 1,1900000000000002
0,854535785956738 1,3939342131246009 1,12
0,9021528895722106 1,4458631207125074 1,05
0,9497699931876833 1,497792028300414 0,9800000000000001
0,997387096803156 1,5497209358883206 0,9100000000000001
1,0450042004186286 1,6016498434762272 0,8400000000000001
1,0926213040341015 1,6535787510641335 0,77
1,140238407649574 1,70550765865204 0,7000000000000001
1,1878555112650468 1,7574365662399467 0,6300000000000001
1,2354726148805195 1,809365473827853 0,56
1,2830897184959922 1,8612943814157594 0,49000000000000005
1,3307068221114648 1,9132232890036662 0,42000000000000004
1,3783239257269377 1,9651521965915726 0,35000000000000003
1,4259410293424102 2,0170811041794794 0,28
1,473558132957883 2,0690100117673857 0,21000000000000002
1,5211752365733555 2,120938919355292 0,14
1,5687923401888286 2,172867826943199 0,07
1,616409443804301 2,2247967345311057 0,0
1,616409443804301 2,2247967345311057 0,0
1,5817366120988277 2,1634632629065194 0,07
1,547063780393354 2,102129791281933 0,14
1,5123909486878806 2,040796319657347 0,21000000000000002
1,4777181169824067 1,979462848032761 0,28
1,4430452852769333 1,9181293764081748 0,35000000000000003
1,40837245357146 1,856795904783589 0,42000000000000004
1,3736996218659863 1,7954624331590026 0,49000000000000005
1,3390267901605126 1,7341289615344166 0,56
1,3043539584550394 1,6727954899098307 0,6300000000000001
1,2696811267495656 1,6114620182852444 0,7000000000000001
1,2350082950440922 1,5501285466606585 0,77
1,2003354633386187 1,4887950750360721 0,8400000000000001
1,165662631633145 1,427461603411486 0,9100000000000001
1,1309897999276715 1,3661281317868998 0,9800000000000001
1,096316968222198 1,3047946601623137 1,05
1,0616441365167244 1,2434611885377276 1,12
1,026971304811251 1,1821277169131414 1,1900000000000002
0,9922984731057773 1,1207942452885553 1,2600000000000002
0,9576256414003038 1,0594607736639694 1,33
0,9229528096948303 0,9981273020393833 1,4000000000000001
0,8882799779893567 0,9367938304147971 1,4700000000000002
0,8536071462838832 0,8754603587902111 1,54
0,8189343145784096 0,814126887165625 1,61
0,7842614828729361 0,7527934155410388 1,6800000000000002
1,076961735355804 -0,1480453328525241 1,6800000000000002
1,1410635555414654 -0,17728497458913167 1,61
1,2051653757271266 -0,20652461632573924 1,54
1,2692671959127875 -0,23576425806234672 1,4700000000000002
1,3333690160984488 -0,2650038997989543 1,4000000000000001
1,3974708362841102 -0,29424354153556187 1,33
1,4615726564697713 -0,3234831832721693 1,2600000000000002
1,5256744766554322 -0,3527228250087769 1,1900000000000002
1,5897762968410936 -0,3819624667453845 1,12
1,653878117026755 -0,41120210848199207 1,05
1,717979937212416 -0,4404417502185996 0,9800000000000001
1,7820817573980772 -0,46968139195520703 0,9100000000000001
1,8461835775837383 -0,4989210336918146 0,8400000000000001
1,9102853977693994 -0,5281606754284222 0,77
1,9743872179550606 -0,5574003171650297 0,7000000000000001
2,038489038140722 -0,5866399589016373 0,6300000000000001
2,102590858326383 -0,6158796006382449 0,56
2,166692678512044 -0,6451192423748523 0,49000000000000005
2,2307944986977057 -0,6743588841114599 0,42000000000000004
2,2948963188833664 -0,7035985258480675 0,35000000000000003
2,3589981390690276 -0,7328381675846749 0,28
2,423099959254689 -0,7620778093212826 0,21000000000000002
2,48720177944035 -0,7913174510578901 0,14
2,551303599626012 -0,8205570927944977 0,07
2,6154054198116725 -0,8497967345311052 0,0
2,6154054198116725 -0,8497967345311052 0,0
2,5463593277160124 -0,8357739970552202 0,07
2,4773132356203518 -0,8217512595793349 0,14
2,4082671435246916 -0,80772852210345 0,21000000000000002
2,3392210514290306 -0,7937057846275648 0,28
2,270174959333371 -0,7796830471516798 0,35000000000000003
2,2011288672377107 -0,7656603096757947 0,42000000000000004
2,1320827751420497 -0,7516375721999095 0,49000000000000005
2,06303668304639 -0,7376148347240244 0,56
1,9939905909507294 -0,7235920972481396 0,6300000000000001
1,924944498855069 -0,7095693597722543 0,7000000000000001
1,8558984067594089 -0,6955466222963692 0,77
1,7868523146637483 -0,6815238848204841 0,8400000000000001
1,7178062225680881 -0,667501147344599 0,9100000000000001
1,648760130472428 -0,6534784098687141 0,9800000000000001
1,5797140383767674 -0,639455672392829 1,05
1,510667946281107 -0,6254329349169439 1,12
1,4416218541854466 -0,6114101974410586 1,1900000000000002
1,3725757620897863 -0,5973874599651736 1,2600000000000002
1,3035296699941261 -0,5833647224892885 1,33
1,2344835778984657 -0,5693419850134034 1,4000000000000001
1,1654374858028054 -0,5553192475375184 1,4700000000000002
1,096391393707145 -0,5412965100616333 1,54
1,0273453016114849 -0,5272737725857481 1,61
0,9582992095158244 -0,5132510351098631 1,6800000000000002
0,19200000000000014 -1,0699999999999998 1,6800000000000002
0,18400000000000014 -1,14 1,61
0,17600000000000013 -1,21 1,54
0,16800000000000018 -1,2799999999999998 1,4700000000000002
0,16000000000000017 -1,3499999999999999 1,4000000000000001
0,15200000000000016 -1,42 1,33
0,1440000000000002 -1,4899999999999998 1,2600000000000002
0,1360000000000002 -1,5599999999999998 1,1900000000000002
0,1280000000000002 -1,63 1,12
0,1200000000000002 -1,7 1,05
0,11200000000000022 -1,77 0,9800000000000001
0,10400000000000023 -1,8399999999999999 0,9100000000000001
0,09600000000000024 -1,91 0,8400000000000001
0,08800000000000023 -1,98 0,77
0,08000000000000025 -2,05 0,7000000000000001
0,07200000000000027 -2,12 0,6300000000000001
0,06400000000000027 -2,19 0,56
0,05600000000000028 -2,26 0,49000000000000005
0,048000000000000285 -2,33 0,42000000000000004
0,04000000000000029 -2,4 0,35000000000000003
0,032000000000000306 -2,4699999999999998 0,28
0,024000000000000313 -2,54 0,21000000000000002
0,01600000000000032 -2,61 0,14
0,008000000000000328 -2,68 0,07
3,3677786976552215e-16 -2,75 0,0
3,3677786976552215e-16 -2,75 0,0
-0,007999999999999672 -2,68 0,07
-0,01599999999999968 -2,61 0,14
-0,023999999999999688 -2,54 0,21000000000000002
-0,031999999999999695 -2,4699999999999998 0,28
-0,03999999999999971 -2,4 0,35000000000000003
-0,047999999999999717 -2,33 0,42000000000000004
-0,055999999999999724 -2,26 0,49000000000000005
-0,06399999999999974 -2,19 0,56
-0,07199999999999974 -2,12 0,6300000000000001
-0,07999999999999975 -2,05 0,7000000000000001
-0,08799999999999976 -1,98 0,77
-0,09599999999999977 -1,91 0,8400000000000001
-0,10399999999999979 -1,8399999999999999 0,9100000000000001
-0,11199999999999978 -1,77 0,9800000000000001
-0,11999999999999979 -1,7 1,05
-0,1279999999999998 -1,63 1,12
-0,13599999999999982 -1,5599999999999998 1,1900000000000002
-0,14399999999999982 -1,4899999999999998 1,2600000000000002
-0,15199999999999983 -1,42 1,33
-0,15999999999999984 -1,3499999999999999 1,4000000000000001
-0,16799999999999984 -1,2799999999999998 1,4700000000000002
-0,17599999999999985 -1,21 1,54
-0,18399999999999986 -1,14 1,61
-0,19199999999999987 -1,0699999999999998 1,6800000000000002
-0,9582992095158241 -0,5132510351098634 1,6800000000000002
-1,0273453016114846 -0,5272737725857485 1,61
-1,096391393707145 -0,5412965100616336 1,54
-1,1654374858028052 -0,5553192475375186 1,4700000000000002
-1,2344835778984655 -0,5693419850134038 1,4000000000000001
-1,303529669994126 -0,5833647224892888 1,33
-1,372575762089786 -0,597387459965174 1,2600000000000002
-1,4416218541854466 -0,6114101974410591 1,1900000000000002
-1,5106679462811068 -0,6254329349169442 1,12
-1,5797140383767672 -0,6394556723928293 1,05
-1,6487601304724278 -0,6534784098687143 0,9800000000000001
-1,717806222568088 -0,6675011473445994 0,9100000000000001
-1,786852314663748 -0,6815238848204845 0,8400000000000001
-1,8558984067594086 -0,6955466222963697 0,77
